ax,ay,az
0.11,-1.0,0.21
0.11,-1.0,0.2
0.11,-0.99,0.18
0.1,-0.98,0.18
0.1,-0.99,0.2
0.1,-0.99,0.2
0.1,-1.02,0.18
0.1,-1.03,0.18
0.08,-1.05,0.18
0.07,-1.04,0.18
0.06,-1.0,0.18
0.05,-0.98,0.2
0.03,-0.98,0.21
0.03,-0.98,0.2
0.03,-0.96,0.2
0.03,-0.95,0.21
0.03,-0.97,0.21
0.03,-0.97,0.2
0.02,-0.96,0.2
0.02,-0.98,0.2
0.01,-0.99,0.21
0.01,-1.0,0.21
0.01,-1.0,0.21
0.01,-0.98,0.21
0.0,-0.98,0.22
0.02,-0.98,0.23
0.02,-0.99,0.24
0.01,-0.99,0.24
0.01,-0.98,0.26
-0.01,-0.98,0.28
-0.0,-0.98,0.3
0.03,-0.96,0.24
-0.02,-1.13,-0.25
0.04,-1.11,-0.27
0.04,-1.09,-0.25
0.05,-1.05,-0.17
0.07,-1.05,-0.14
0.05,-1.03,-0.11
0.06,-1.03,-0.09
0.05,-1.01,-0.11
0.03,-1.02,-0.13
0.01,-1.02,-0.13
0.04,-1.06,-0.22
-0.0,-1.03,-0.21
-0.04,-1.01,-0.24
-0.03,-1.03,-0.25
-0.08,-1.02,-0.26
-0.09,-1.02,-0.26
-0.09,-1.02,-0.26
-0.08,-1.07,-0.27
-0.09,-1.15,-0.31
-0.1,-1.12,-0.29
-0.1,-1.09,-0.24
-0.11,-1.08,-0.21
-0.12,-1.05,-0.19
-0.13,-1.02,-0.19
-0.14,-0.98,-0.16
-0.14,-0.98,-0.14
-0.14,-0.97,-0.13
-0.14,-0.96,-0.12
-0.15,-0.95,-0.09
-0.14,-0.95,-0.09
-0.15,-0.94,-0.08
-0.16,-0.92,-0.07
-0.15,-0.91,-0.06
-0.15,-0.91,-0.06
-0.16,-0.92,-0.06
-0.16,-0.93,-0.06
-0.16,-0.96,-0.06
-0.16,-0.96,-0.06
-0.16,-0.95,-0.07
-0.16,-0.94,-0.07
-0.17,-0.93,-0.07
-0.18,-0.93,-0.09
-0.18,-0.93,-0.11
-0.18,-0.92,-0.13
-0.19,-0.92,-0.13
-0.18,-0.93,-0.12
-0.18,-0.93,-0.11
-0.18,-0.94,-0.1
-0.18,-0.94,-0.08
-0.18,-0.95,-0.06
-0.18,-0.96,-0.05
-0.18,-0.99,-0.02
-0.19,-1.01,-0.01
-0.2,-1.05,-0.02
-0.24,-1.05,-0.06
-0.34,-1.01,-0.25
-0.4,-0.99,-0.4
-0.54,-0.88,-0.94
-0.52,-0.85,-1.27
-0.31,-0.94,-2.09
-0.17,-1.04,-2.61
0.1,-1.28,-3.47
0.18,-1.33,-3.72
0.59,-1.27,-3.47
0.94,-1.25,-2.87
1.73,-1.36,-1.17
2.04,-1.47,-0.13
2.54,-1.5,1.93
