ax,ay,az
-0.04,-1.01,0.1
-0.05,-1.0,0.1
-0.04,-1.0,0.1
-0.04,-1.0,0.1
-0.03,-1.0,0.09
-0.03,-1.02,0.09
-0.02,-1.03,0.1
-0.02,-1.04,0.1
-0.02,-1.04,0.1
-0.03,-1.01,0.09
-0.03,-1.0,0.09
-0.04,-0.98,0.1
-0.04,-0.98,0.11
-0.03,-1.0,0.11
-0.02,-1.01,0.11
-0.02,-1.04,0.11
-0.02,-1.04,0.11
-0.02,-1.03,0.11
-0.02,-1.02,0.1
-0.02,-1.01,0.09
-0.02,-1.01,0.09
-0.01,-1.0,0.09
-0.01,-1.0,0.09
-0.01,-0.99,0.09
-0.0,-0.99,0.1
-0.01,-0.98,0.09
-0.01,-0.96,0.08
-0.01,-0.95,0.08
-0.02,-0.94,0.06
-0.03,-0.93,0.05
-0.02,-0.94,0.05
-0.02,-0.95,0.06
-0.01,-0.98,0.07
0.0,-0.99,0.07
0.01,-1.01,0.07
0.01,-1.02,0.08
0.02,-1.03,0.09
0.02,-1.03,0.09
0.02,-1.02,0.1
0.01,-1.01,0.09
0.0,-1.0,0.09
-0.0,-0.99,0.09
-0.0,-0.97,0.08
-0.0,-0.96,0.07
-0.0,-0.97,0.06
0.0,-0.98,0.05
0.01,-0.99,0.06
0.01,-1.0,0.06
0.0,-0.99,0.07
0.0,-0.99,0.07
-0.0,-1.0,0.08
0.0,-1.0,0.08
0.02,-1.02,0.08
0.37,-1.03,0.31
0.35,-1.02,0.31
0.34,-1.01,0.32
0.32,-0.97,0.33
0.32,-0.95,0.34
0.3,-0.9,0.37
0.29,-0.88,0.39
0.3,-0.84,0.44
0.29,-0.82,0.46
0.29,-0.79,0.47
0.29,-0.78,0.46
0.28,-0.76,0.46
0.28,-0.76,0.45
0.27,-0.73,0.44
0.27,-0.73,0.44
0.27,-0.74,0.46
0.28,-0.75,0.47
0.29,-0.77,0.48
0.28,-0.77,0.48
0.28,-0.76,0.47
0.27,-0.76,0.46
0.27,-0.79,0.46
0.26,-0.79,0.46
0.27,-0.84,0.45
0.3,-0.93,0.45
0.34,-1.03,0.45
0.5,-1.52,0.41
0.68,-1.94,0.44
0.93,-2.79,0.77
0.98,-2.93,1.18
1.07,-2.23,1.62
0.85,-1.41,1.4
0.22,0.18,-0.12
-0.59,0.58,-0.81
-1.17,0.95,-0.8
-0.57,1.15,-0.45
-0.05,0.93,-0.04
-0.01,0.57,0.01
0.14,-0.16,0.18
0.3,-0.5,0.34
0.55,-1.13,0.57
0.51,-1.35,0.63
0.31,-1.39,0.55
0.22,-1.35,0.5
0.1,-1.25,0.41
0.06,-1.22,0.38
0.0,-1.15,0.36
