ax,ay,az
0.04,0.46,0.87
0.04,0.46,0.88
0.04,0.44,0.89
0.03,0.43,0.89
0.04,0.4,0.88
0.04,0.38,0.89
0.04,0.37,0.89
0.04,0.38,0.89
0.04,0.39,0.9
0.03,0.41,0.9
0.04,0.4,0.89
0.03,0.39,0.88
0.03,0.4,0.88
0.04,0.39,0.86
0.04,0.4,0.87
0.05,0.42,0.87
0.05,0.43,0.86
0.04,0.43,0.87
0.04,0.43,0.88
0.04,0.41,0.86
0.04,0.41,0.86
0.04,0.42,0.86
0.04,0.42,0.86
0.05,0.41,0.87
0.05,0.41,0.88
0.05,0.39,0.9
0.04,0.39,0.89
0.04,0.4,0.88
0.04,0.41,0.87
0.03,0.4,0.89
0.04,0.4,0.89
0.04,0.4,0.9
0.04,0.41,0.91
0.04,0.42,0.91
0.04,0.42,0.91
0.03,0.41,0.89
0.03,0.41,0.89
0.04,0.4,0.89
0.03,0.4,0.89
0.04,0.39,0.9
0.03,0.38,0.89
0.03,0.39,0.88
0.03,0.39,0.88
0.03,0.39,0.87
0.03,0.39,0.87
0.03,0.4,0.89
0.04,0.39,0.91
0.04,0.38,0.91
0.03,0.39,0.89
0.03,0.39,0.88
0.03,0.39,0.88
0.04,0.37,0.88
0.05,0.34,0.91
0.05,0.34,0.92
0.05,0.37,0.91
0.06,0.4,0.9
0.04,0.4,0.88
0.02,0.38,0.88
0.02,0.38,0.89
0.02,0.39,0.89
0.04,0.41,0.89
0.05,0.41,0.9
0.05,0.41,0.88
0.05,0.4,0.88
0.04,0.38,0.89
0.04,0.37,0.89
0.04,0.36,0.88
0.04,0.35,0.88
0.05,0.34,0.89
0.05,0.35,0.9
0.06,0.37,0.91
0.06,0.38,0.91
0.06,0.39,0.93
0.06,0.4,0.97
0.05,0.4,0.93
0.05,0.38,0.92
0.04,0.38,0.9
0.03,0.41,0.86
0.04,0.44,0.87
0.06,0.42,0.9
0.07,0.39,0.91
0.06,0.35,0.89
0.06,0.33,0.88
0.04,0.3,0.88
0.04,0.31,0.88
0.03,0.29,0.92
0.03,0.27,0.93
-0.01,0.08,0.93
-0.02,-0.17,0.98
-0.26,-1.6,0.01
-0.27,-1.37,-0.02
-0.22,-0.92,-0.0
-0.21,-0.73,0.04
-0.18,-0.47,0.12
-0.17,-0.41,0.16
-0.14,-0.39,0.22
-0.13,-0.42,0.25
-0.12,-0.52,0.27
-0.11,-0.6,0.26
-0.06,-0.72,0.24
