ax,ay,az
-0.32,-0.91,-0.38
-0.34,-0.94,-0.4
-0.35,-0.95,-0.35
-0.3,-0.94,-0.18
-0.27,-0.94,-0.09
-0.23,-0.93,0.07
-0.2,-0.93,0.14
-0.19,-0.89,0.22
-0.19,-0.86,0.2
-0.16,-0.82,0.24
-0.14,-0.8,0.26
-0.11,-0.81,0.27
-0.09,-0.84,0.27
-0.08,-0.91,0.23
-0.07,-0.96,0.16
-0.06,-1.05,0.06
-0.06,-1.06,0.05
-0.05,-1.04,0.07
-0.03,-1.04,0.11
0.01,-1.05,0.23
0.02,-1.06,0.25
0.04,-1.11,0.22
0.07,-1.15,0.26
0.13,-1.24,0.27
0.18,-1.26,0.22
0.18,-1.24,0.01
0.15,-1.22,-0.15
0.13,-1.16,-0.29
0.1,-1.14,-0.35
0.07,-1.1,-0.47
0.01,-1.07,-0.48
0.04,0.4,0.9
0.04,0.41,0.91
0.04,0.42,0.91
0.04,0.42,0.91
0.03,0.41,0.89
0.03,0.41,0.89
0.04,0.4,0.89
0.03,0.4,0.89
0.04,0.39,0.9
0.03,0.38,0.89
0.03,0.39,0.88
0.03,0.39,0.88
0.03,0.39,0.87
0.03,0.39,0.87
0.03,0.4,0.89
0.04,0.39,0.91
0.04,0.38,0.91
0.03,0.39,0.89
0.03,0.39,0.88
0.03,0.39,0.88
0.04,0.37,0.88
0.05,0.34,0.91
0.05,0.34,0.92
0.05,0.37,0.91
0.06,0.4,0.9
0.04,0.4,0.88
0.02,0.38,0.88
0.02,0.38,0.89
0.02,0.39,0.89
0.04,0.41,0.89
0.05,0.41,0.9
0.05,0.41,0.88
0.05,0.4,0.88
0.04,0.38,0.89
0.04,0.37,0.89
0.04,0.36,0.88
0.04,0.35,0.88
0.05,0.34,0.89
0.05,0.35,0.9
0.06,0.37,0.91
0.06,0.38,0.91
0.06,0.39,0.93
0.06,0.4,0.97
0.05,0.4,0.93
0.05,0.38,0.92
0.04,0.38,0.9
0.03,0.41,0.86
0.04,0.44,0.87
0.06,0.42,0.9
0.07,0.39,0.91
0.06,0.35,0.89
0.06,0.33,0.88
0.04,0.3,0.88
0.04,0.31,0.88
0.03,0.29,0.92
0.03,0.27,0.93
-0.01,0.08,0.93
-0.02,-0.17,0.98
0.02,-1.41,1.33
0.26,-2.74,1.91
0.48,-4.0,3.65
0.35,-4.0,3.44
1.14,-4.0,2.03
1.73,-3.66,1.04
3.15,0.33,-0.14
3.59,2.4,-0.22
3.09,4.0,-0.7
2.38,4.0,-0.74
0.98,4.0,0.02
