ax,ay,az
0.41,0.38,0.85
0.41,0.34,0.81
0.41,0.32,0.81
0.41,0.3,0.79
0.41,0.3,0.79
0.39,0.31,0.8
0.39,0.32,0.8
0.39,0.32,0.8
0.39,0.32,0.8
0.39,0.3,0.8
0.38,0.29,0.78
0.36,0.3,0.77
0.35,0.3,0.78
0.3,0.31,0.82
0.26,0.32,0.86
0.23,0.35,0.92
0.25,0.34,0.95
0.27,0.3,0.95
0.26,0.27,0.93
0.21,0.24,0.95
0.17,0.24,0.97
0.17,0.24,0.96
0.19,0.23,0.92
0.13,0.11,1.01
0.05,0.08,1.08
-0.0,0.1,1.03
-0.04,0.09,1.02
-0.05,0.09,0.97
-0.03,0.02,0.91
-0.04,-0.01,0.84
-0.15,-0.12,0.71
-0.21,-0.19,0.75
-0.31,-0.31,0.93
-0.32,-0.34,0.94
-0.4,-0.42,0.95
-0.45,-0.42,0.94
-0.52,-0.38,0.92
-0.54,-0.38,0.92
-0.52,-0.46,0.91
-0.53,-0.5,0.87
-0.59,-0.45,0.8
-0.62,-0.42,0.8
-0.64,-0.31,0.82
-0.64,-0.29,0.84
-0.63,-0.33,0.84
-0.6,-0.38,0.8
-0.59,-0.52,0.87
-0.59,-0.56,0.93
-0.57,-0.5,0.92
-0.57,-0.43,0.93
-0.56,-0.35,0.89
-0.55,-0.34,0.86
-0.52,-0.41,0.8
-0.52,-0.49,0.81
-0.52,-0.51,0.83
-0.51,-0.48,0.81
-0.44,-0.49,0.79
-0.44,-0.52,0.77
-0.47,-0.54,0.71
-0.49,-0.55,0.67
-0.49,-0.56,0.64
-0.5,-0.57,0.65
-0.5,-0.56,0.65
-0.51,-0.52,0.6
-0.52,-0.5,0.53
-0.52,-0.57,0.43
-0.53,-0.6,0.41
-0.57,-0.6,0.42
-0.58,-0.6,0.45
-0.61,-0.6,0.53
-0.63,-0.59,0.56
-0.63,-0.59,0.57
-0.63,-0.6,0.54
-0.6,-0.63,0.44
-0.6,-0.61,0.41
-0.59,-0.58,0.37
-0.58,-0.57,0.36
-0.57,-0.53,0.39
-0.55,-0.52,0.4
-0.53,-0.53,0.46
-0.51,-0.53,0.48
-0.47,-0.54,0.51
-0.45,-0.55,0.52
-0.41,-0.57,0.51
-0.38,-0.57,0.5
-0.34,-0.58,0.52
-0.33,-0.58,0.53
-3.25,1.8,0.42
-2.96,1.54,0.54
-2.48,-0.1,0.56
-2.18,-0.9,0.52
-1.56,-1.99,0.88
-1.26,-2.17,0.81
-0.8,-2.11,0.13
-0.68,-2.1,-0.34
-0.39,-2.03,-0.78
-0.18,-1.93,-0.95
0.02,-1.5,-0.92
0.06,-1.18,-0.79
0.14,-0.73,-0.47
