ax,ay,az
-0.7,-0.74,0.26
-0.69,-0.74,0.27
-0.69,-0.73,0.27
-0.7,-0.72,0.26
-0.72,-0.68,0.23
-0.72,-0.67,0.23
-0.72,-0.68,0.21
-0.72,-0.68,0.21
-0.71,-0.69,0.22
-0.69,-0.7,0.23
-0.67,-0.72,0.26
-0.66,-0.72,0.26
-0.65,-0.72,0.26
-0.65,-0.73,0.26
-0.66,-0.72,0.25
-0.67,-0.71,0.24
-0.68,-0.69,0.22
-0.69,-0.69,0.21
-0.7,-0.69,0.2
-0.7,-0.68,0.2
-0.71,-0.69,0.19
-0.71,-0.7,0.2
-0.71,-0.69,0.22
-0.72,-0.68,0.22
-0.72,-0.68,0.23
-0.73,-0.68,0.23
-0.73,-0.7,0.22
-0.73,-0.7,0.21
-0.73,-0.71,0.2
-0.72,-0.71,0.2
-0.72,-0.72,0.21
-0.71,-0.72,0.23
-0.71,-0.71,0.23
-0.72,-0.69,0.22
-0.72,-0.68,0.22
-0.73,-0.67,0.2
-0.73,-0.67,0.19
0.95,0.12,0.03
0.96,0.12,0.04
0.96,0.13,0.04
0.97,0.12,0.06
0.97,0.13,0.06
0.96,0.12,0.05
0.95,0.12,0.05
0.96,0.12,0.05
0.96,0.12,0.05
0.96,0.12,0.05
0.96,0.13,0.05
0.94,0.13,0.04
0.94,0.13,0.04
0.95,0.14,0.04
0.95,0.13,0.05
0.98,0.12,0.05
0.98,0.13,0.04
0.97,0.13,0.04
0.97,0.15,0.04
0.96,0.15,0.03
0.96,0.15,0.03
0.96,0.14,0.05
0.96,0.14,0.05
0.96,0.13,0.06
0.96,0.13,0.05
0.96,0.12,0.05
0.95,0.12,0.05
0.95,0.15,0.05
0.96,0.15,0.04
1.14,0.08,0.01
1.39,0.03,-0.01
1.8,-0.01,0.02
3.38,0.13,0.06
4.0,0.28,0.39
4.0,0.56,1.56
3.96,0.83,1.82
0.75,1.28,0.05
-2.8,1.25,-1.47
-4.0,0.01,-2.53
-3.8,0.21,-2.12
-1.77,0.13,-1.1
-0.86,-0.01,-0.72
0.83,-0.22,0.06
1.73,-0.24,0.38
3.14,0.07,0.53
2.78,-0.28,0.76
1.94,-0.63,1.15
1.79,-0.41,0.98
1.35,0.01,0.53
1.21,0.04,0.41
1.02,0.09,0.22
0.94,0.13,0.17
0.9,0.25,0.06
0.91,0.26,0.03
0.97,0.27,0.02
1.01,0.31,0.03
1.03,0.37,0.02
0.97,0.39,0.04
0.84,0.38,0.03
0.8,0.32,0.05
0.82,0.2,0.04
0.84,0.19,0.01
0.85,0.16,0.02
